Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Year Code,Year,Months Code,Months,Unit,Value,Flag
VEN,2006-01-01,2006-12-31,236,'862,Venezuela (Bolivarian Republic of),571,'01316,"Mangoes, guavas and mangosteens",5532,Producer Price (USD/tonne),2006,2006,7021,Annual value,USD,235.900000,A
VEN,2007-01-01,2007-12-31,236,'862,Venezuela (Bolivarian Republic of),571,'01316,"Mangoes, guavas and mangosteens",5532,Producer Price (USD/tonne),2007,2007,7021,Annual value,USD,351.200000,A
VEN,2008-01-01,2008-12-31,236,'862,Venezuela (Bolivarian Republic of),571,'01316,"Mangoes, guavas and mangosteens",5532,Producer Price (USD/tonne),2008,2008,7021,Annual value,USD,471.500000,A
VEN,2009-01-01,2009-12-31,236,'862,Venezuela (Bolivarian Republic of),571,'01316,"Mangoes, guavas and mangosteens",5532,Producer Price (USD/tonne),2009,2009,7021,Annual value,USD,610.200000,A
VEN,2010-01-01,2010-12-31,236,'862,Venezuela (Bolivarian Republic of),571,'01316,"Mangoes, guavas and mangosteens",5532,Producer Price (USD/tonne),2010,2010,7021,Annual value,USD,824.900000,A
VEN,2011-01-01,2011-12-31,236,'862,Venezuela (Bolivarian Republic of),571,'01316,"Mangoes, guavas and mangosteens",5532,Producer Price (USD/tonne),2011,2011,7021,Annual value,USD,881.300000,A
VEN,2012-01-01,2012-12-31,236,'862,Venezuela (Bolivarian Republic of),571,'01316,"Mangoes, guavas and mangosteens",5532,Producer Price (USD/tonne),2012,2012,7021,Annual value,USD,916.200000,A
VEN,2013-01-01,2013-12-31,236,'862,Venezuela (Bolivarian Republic of),571,'01316,"Mangoes, guavas and mangosteens",5532,Producer Price (USD/tonne),2013,2013,7021,Annual value,USD,1033.400000,A
VEN,2014-01-01,2014-12-31,236,'862,Venezuela (Bolivarian Republic of),571,'01316,"Mangoes, guavas and mangosteens",5532,Producer Price (USD/tonne),2014,2014,7021,Annual value,USD,1474.900000,A
VEN,1991-01-01,1991-12-31,236,'862,Venezuela (Bolivarian Republic of),867,'21111.01,"Meat of cattle with the bone, fresh or chilled",5530,Producer Price (LCU/tonne),1991,1991,7021,Annual value,LCU,101702.000000,A
VEN,1991-01-01,1991-12-31,236,'862,Venezuela (Bolivarian Republic of),867,'21111.01,"Meat of cattle with the bone, fresh or chilled",5531,Producer Price (SLC/tonne),1991,1991,7021,Annual value,SLC,101.700000,A
VEN,1991-01-01,1991-12-31,236,'862,Venezuela (Bolivarian Republic of),867,'21111.01,"Meat of cattle with the bone, fresh or chilled",5532,Producer Price (USD/tonne),1991,1991,7021,Annual value,USD,1790.500000,A
VEN,1991-01-01,1991-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),1991,1991,7021,Annual value,LCU,50851.000000,A
VEN,1992-01-01,1992-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),1992,1992,7021,Annual value,LCU,69474.000000,A
VEN,1993-01-01,1993-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),1993,1993,7021,Annual value,LCU,80681.000000,A
VEN,1994-01-01,1994-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),1994,1994,7021,Annual value,LCU,116914.000000,A
VEN,1995-01-01,1995-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),1995,1995,7021,Annual value,LCU,260410.000000,A
VEN,1996-01-01,1996-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),1996,1996,7021,Annual value,LCU,359767.000000,A
VEN,1997-01-01,1997-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),1997,1997,7021,Annual value,LCU,482349.000000,A
VEN,1998-01-01,1998-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),1998,1998,7021,Annual value,LCU,696877.000000,A
VEN,1999-01-01,1999-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),1999,1999,7021,Annual value,LCU,656818.000000,A
VEN,2000-01-01,2000-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2000,2000,7021,Annual value,LCU,777254.000000,A
VEN,2001-01-01,2001-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2001,2001,7021,Annual value,LCU,910798.000000,A
VEN,2002-01-01,2002-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2002,2002,7021,Annual value,LCU,1068089.000000,A
VEN,2003-01-01,2003-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2003,2003,7021,Annual value,LCU,1333692.000000,A
VEN,2004-01-01,2004-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2004,2004,7021,Annual value,LCU,2462975.000000,A
VEN,2005-01-01,2005-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2005,2005,7021,Annual value,LCU,2665097.000000,A
VEN,2006-01-01,2006-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2006,2006,7021,Annual value,LCU,3194677.000000,A
VEN,2007-01-01,2007-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2007,2007,7021,Annual value,LCU,3986105.900000,A
VEN,2008-01-01,2008-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2008,2008,7021,Annual value,LCU,5043.400000,A
VEN,2009-01-01,2009-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2009,2009,7021,Annual value,LCU,5790.000000,A
VEN,2010-01-01,2010-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2010,2010,7021,Annual value,LCU,6120.000000,A
VEN,2011-01-01,2011-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2011,2011,7021,Annual value,LCU,6840.000000,A
VEN,2012-01-01,2012-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2012,2012,7021,Annual value,LCU,10340.000000,A
VEN,2013-01-01,2013-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2013,2013,7021,Annual value,LCU,18270.000000,A
VEN,2014-01-01,2014-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2014,2014,7021,Annual value,LCU,41990.000000,A
VEN,1991-01-01,1991-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),1991,1991,7021,Annual value,SLC,50.900000,A
VEN,1992-01-01,1992-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),1992,1992,7021,Annual value,SLC,69.500000,A
VEN,1993-01-01,1993-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),1993,1993,7021,Annual value,SLC,80.700000,A
VEN,1994-01-01,1994-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),1994,1994,7021,Annual value,SLC,116.900000,A
VEN,1995-01-01,1995-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),1995,1995,7021,Annual value,SLC,260.400000,A
VEN,1996-01-01,1996-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),1996,1996,7021,Annual value,SLC,359.800000,A
VEN,1997-01-01,1997-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),1997,1997,7021,Annual value,SLC,482.300000,A
VEN,1998-01-01,1998-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),1998,1998,7021,Annual value,SLC,696.900000,A
VEN,1999-01-01,1999-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),1999,1999,7021,Annual value,SLC,656.800000,A
VEN,2000-01-01,2000-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),2000,2000,7021,Annual value,SLC,777.300000,A
VEN,2001-01-01,2001-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),2001,2001,7021,Annual value,SLC,910.800000,A
VEN,2002-01-01,2002-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),2002,2002,7021,Annual value,SLC,1068.100000,A
VEN,2003-01-01,2003-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),2003,2003,7021,Annual value,SLC,1333.700000,A
VEN,2004-01-01,2004-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),2004,2004,7021,Annual value,SLC,2463.000000,A
VEN,2005-01-01,2005-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),2005,2005,7021,Annual value,SLC,2665.100000,A
VEN,2006-01-01,2006-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),2006,2006,7021,Annual value,SLC,3194.700000,A
VEN,2007-01-01,2007-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),2007,2007,7021,Annual value,SLC,3986.100000,A
VEN,2008-01-01,2008-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),2008,2008,7021,Annual value,SLC,5043.400000,A
VEN,2009-01-01,2009-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),2009,2009,7021,Annual value,SLC,5790.000000,A
VEN,2010-01-01,2010-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),2010,2010,7021,Annual value,SLC,6120.000000,A
VEN,2011-01-01,2011-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),2011,2011,7021,Annual value,SLC,6840.000000,A
VEN,2012-01-01,2012-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),2012,2012,7021,Annual value,SLC,10340.000000,A
VEN,2013-01-01,2013-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),2013,2013,7021,Annual value,SLC,18270.000000,A
VEN,2014-01-01,2014-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),2014,2014,7021,Annual value,SLC,41990.000000,A
VEN,1991-01-01,1991-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5532,Producer Price (USD/tonne),1991,1991,7021,Annual value,USD,895.300000,A
VEN,1992-01-01,1992-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5532,Producer Price (USD/tonne),1992,1992,7021,Annual value,USD,1015.700000,A
VEN,1993-01-01,1993-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5532,Producer Price (USD/tonne),1993,1993,7021,Annual value,USD,888.600000,A
VEN,1994-01-01,1994-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5532,Producer Price (USD/tonne),1994,1994,7021,Annual value,USD,795.900000,A
VEN,1995-01-01,1995-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5532,Producer Price (USD/tonne),1995,1995,7021,Annual value,USD,1472.900000,A
VEN,1996-01-01,1996-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5532,Producer Price (USD/tonne),1996,1996,7021,Annual value,USD,861.900000,A
VEN,1997-01-01,1997-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5532,Producer Price (USD/tonne),1997,1997,7021,Annual value,USD,987.200000,A
VEN,1998-01-01,1998-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5532,Producer Price (USD/tonne),1998,1998,7021,Annual value,USD,1272.600000,A
VEN,1999-01-01,1999-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5532,Producer Price (USD/tonne),1999,1999,7021,Annual value,USD,1084.400000,A
VEN,2000-01-01,2000-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5532,Producer Price (USD/tonne),2000,2000,7021,Annual value,USD,1143.000000,A
VEN,2001-01-01,2001-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5532,Producer Price (USD/tonne),2001,2001,7021,Annual value,USD,1258.500000,A
VEN,2002-01-01,2002-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5532,Producer Price (USD/tonne),2002,2002,7021,Annual value,USD,920.100000,A
VEN,2003-01-01,2003-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5532,Producer Price (USD/tonne),2003,2003,7021,Annual value,USD,829.900000,A
VEN,2004-01-01,2004-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5532,Producer Price (USD/tonne),2004,2004,7021,Annual value,USD,1302.300000,A
VEN,2005-01-01,2005-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5532,Producer Price (USD/tonne),2005,2005,7021,Annual value,USD,1275.300000,A
VEN,2006-01-01,2006-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5532,Producer Price (USD/tonne),2006,2006,7021,Annual value,USD,1488.000000,A
VEN,2007-01-01,2007-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5532,Producer Price (USD/tonne),2007,2007,7021,Annual value,USD,1856.600000,A
VEN,2008-01-01,2008-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5532,Producer Price (USD/tonne),2008,2008,7021,Annual value,USD,2349.000000,A
VEN,2009-01-01,2009-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5532,Producer Price (USD/tonne),2009,2009,7021,Annual value,USD,2696.800000,A
VEN,2010-01-01,2010-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5532,Producer Price (USD/tonne),2010,2010,7021,Annual value,USD,2370.200000,A
VEN,2011-01-01,2011-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5532,Producer Price (USD/tonne),2011,2011,7021,Annual value,USD,1594.700000,A
VEN,2012-01-01,2012-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5532,Producer Price (USD/tonne),2012,2012,7021,Annual value,USD,2410.600000,A
VEN,2013-01-01,2013-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5532,Producer Price (USD/tonne),2013,2013,7021,Annual value,USD,3020.800000,A
VEN,2014-01-01,2014-12-31,236,'862,Venezuela (Bolivarian Republic of),945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5532,Producer Price (USD/tonne),2014,2014,7021,Annual value,USD,5035.100000,A
VEN,1991-01-01,1991-12-31,236,'862,Venezuela (Bolivarian Republic of),1058,'21121,"Meat of chickens, fresh or chilled",5530,Producer Price (LCU/tonne),1991,1991,7021,Annual value,LCU,90750.000000,A
VEN,1991-01-01,1991-12-31,236,'862,Venezuela (Bolivarian Republic of),1058,'21121,"Meat of chickens, fresh or chilled",5531,Producer Price (SLC/tonne),1991,1991,7021,Annual value,SLC,90.800000,A
VEN,1991-01-01,1991-12-31,236,'862,Venezuela (Bolivarian Republic of),1058,'21121,"Meat of chickens, fresh or chilled",5532,Producer Price (USD/tonne),1991,1991,7021,Annual value,USD,1597.700000,A
VEN,1991-01-01,1991-12-31,236,'862,Venezuela (Bolivarian Republic of),1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),1991,1991,7021,Annual value,LCU,75625.000000,A
VEN,1992-01-01,1992-12-31,236,'862,Venezuela (Bolivarian Republic of),1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),1992,1992,7021,Annual value,LCU,71010.000000,A
VEN,1993-01-01,1993-12-31,236,'862,Venezuela (Bolivarian Republic of),1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),1993,1993,7021,Annual value,LCU,85750.000000,A
VEN,1994-01-01,1994-12-31,236,'862,Venezuela (Bolivarian Republic of),1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),1994,1994,7021,Annual value,LCU,131770.000000,A
VEN,1995-01-01,1995-12-31,236,'862,Venezuela (Bolivarian Republic of),1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),1995,1995,7021,Annual value,LCU,232710.000000,A
VEN,1996-01-01,1996-12-31,236,'862,Venezuela (Bolivarian Republic of),1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),1996,1996,7021,Annual value,LCU,423100.000000,A
VEN,1997-01-01,1997-12-31,236,'862,Venezuela (Bolivarian Republic of),1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),1997,1997,7021,Annual value,LCU,603370.000000,A
VEN,1998-01-01,1998-12-31,236,'862,Venezuela (Bolivarian Republic of),1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),1998,1998,7021,Annual value,LCU,686740.000000,A
VEN,1999-01-01,1999-12-31,236,'862,Venezuela (Bolivarian Republic of),1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),1999,1999,7021,Annual value,LCU,703560.000000,A
VEN,2000-01-01,2000-12-31,236,'862,Venezuela (Bolivarian Republic of),1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2000,2000,7021,Annual value,LCU,747160.000000,A
VEN,2001-01-01,2001-12-31,236,'862,Venezuela (Bolivarian Republic of),1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2001,2001,7021,Annual value,LCU,882600.000000,A
VEN,2002-01-01,2002-12-31,236,'862,Venezuela (Bolivarian Republic of),1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2002,2002,7021,Annual value,LCU,979690.000000,A
VEN,2003-01-01,2003-12-31,236,'862,Venezuela (Bolivarian Republic of),1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2003,2003,7021,Annual value,LCU,1644610.000000,A
VEN,2004-01-01,2004-12-31,236,'862,Venezuela (Bolivarian Republic of),1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2004,2004,7021,Annual value,LCU,2161900.000000,A
VEN,2005-01-01,2005-12-31,236,'862,Venezuela (Bolivarian Republic of),1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2005,2005,7021,Annual value,LCU,2874650.000000,A
VEN,2006-01-01,2006-12-31,236,'862,Venezuela (Bolivarian Republic of),1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2006,2006,7021,Annual value,LCU,3005200.000000,A
VEN,2007-01-01,2007-12-31,236,'862,Venezuela (Bolivarian Republic of),1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2007,2007,7021,Annual value,LCU,3719576.500000,A
VEN,2008-01-01,2008-12-31,236,'862,Venezuela (Bolivarian Republic of),1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2008,2008,7021,Annual value,LCU,5267.600000,A
VEN,2009-01-01,2009-12-31,236,'862,Venezuela (Bolivarian Republic of),1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2009,2009,7021,Annual value,LCU,5270.000000,A
VEN,2010-01-01,2010-12-31,236,'862,Venezuela (Bolivarian Republic of),1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2010,2010,7021,Annual value,LCU,6180.000000,A
VEN,2011-01-01,2011-12-31,236,'862,Venezuela (Bolivarian Republic of),1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2011,2011,7021,Annual value,LCU,9350.000000,A
VEN,2012-01-01,2012-12-31,236,'862,Venezuela (Bolivarian Republic of),1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2012,2012,7021,Annual value,LCU,12700.000000,A
VEN,2013-01-01,2013-12-31,236,'862,Venezuela (Bolivarian Republic of),1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2013,2013,7021,Annual value,LCU,19350.000000,A
VEN,2014-01-01,2014-12-31,236,'862,Venezuela (Bolivarian Republic of),1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2014,2014,7021,Annual value,LCU,36230.000000,A
VEN,1991-01-01,1991-12-31,236,'862,Venezuela (Bolivarian Republic of),1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),1991,1991,7021,Annual value,SLC,75.600000,A
VEN,1992-01-01,1992-12-31,236,'862,Venezuela (Bolivarian Republic of),1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),1992,1992,7021,Annual value,SLC,71.000000,A
VEN,1993-01-01,1993-12-31,236,'862,Venezuela (Bolivarian Republic of),1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),1993,1993,7021,Annual value,SLC,85.800000,A
VEN,1994-01-01,1994-12-31,236,'862,Venezuela (Bolivarian Republic of),1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),1994,1994,7021,Annual value,SLC,131.800000,A
VEN,1995-01-01,1995-12-31,236,'862,Venezuela (Bolivarian Republic of),1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),1995,1995,7021,Annual value,SLC,232.700000,A
VEN,1996-01-01,1996-12-31,236,'862,Venezuela (Bolivarian Republic of),1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),1996,1996,7021,Annual value,SLC,423.100000,A
VEN,1997-01-01,1997-12-31,236,'862,Venezuela (Bolivarian Republic of),1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),1997,1997,7021,Annual value,SLC,603.400000,A
VEN,1998-01-01,1998-12-31,236,'862,Venezuela (Bolivarian Republic of),1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),1998,1998,7021,Annual value,SLC,686.700000,A
VEN,1999-01-01,1999-12-31,236,'862,Venezuela (Bolivarian Republic of),1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),1999,1999,7021,Annual value,SLC,703.600000,A
VEN,2000-01-01,2000-12-31,236,'862,Venezuela (Bolivarian Republic of),1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),2000,2000,7021,Annual value,SLC,747.200000,A
VEN,2001-01-01,2001-12-31,236,'862,Venezuela (Bolivarian Republic of),1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),2001,2001,7021,Annual value,SLC,882.600000,A
